item,bill_year,bill_month,date_peak,scale_5k,minutes,fuel_cell,meter,total
534,2018,Dec,11/28/2018,124,810,20,57,90
535,2018,Dec,11/28/2018,124,825,20,57,86
536,2018,Dec,11/28/2018,124,840,20,64,94
537,2018,Dec,11/28/2018,124,855,20,65,89
538,2018,Dec,11/28/2018,124,870,20,63,85
539,2018,Dec,11/28/2018,124,885,20,63,86
540,2018,Dec,11/28/2018,124,900,20,65,89
541,2018,Dec,11/28/2018,124,915,20,66,90
542,2018,Dec,11/28/2018,124,930,20,64,86
543,2018,Dec,11/28/2018,124,945,20,66,88
544,2018,Dec,11/28/2018,124,960,20,66,87
545,2018,Dec,11/28/2018,124,975,20,66,88
546,2018,Dec,11/28/2018,124,990,20,70,91
547,2018,Dec,11/28/2018,124,1005,20,69,90
548,2018,Dec,11/28/2018,124,1020,20,,92
549,2018,Dec,11/28/2018,124,1035,20,,92
550,2018,Dec,11/28/2018,124,1050,20,,94
551,2018,Dec,11/28/2018,124,1065,20,,90
552,2018,Dec,11/28/2018,124,1080,20,,90
553,2018,Dec,11/28/2018,124,1095,20,,89
554,2018,Dec,11/28/2018,124,1110,20,,89
555,2018,Dec,11/28/2018,124,1125,20,,89
556,2018,Dec,11/28/2018,124,1140,20,,89
557,2018,Dec,11/28/2018,124,1155,20,,86
558,2018,Dec,11/28/2018,124,1170,20,,85
559,2018,Dec,11/28/2018,124,1185,20,,85
560,2018,Dec,11/28/2018,124,1200,20,,84
561,2018,Dec,11/28/2018,124,1215,20,,83
562,2018,Dec,11/28/2018,124,1230,20,,83
563,2018,Dec,11/28/2018,124,1245,20,,81
564,2018,Dec,11/28/2018,124,1260,20,,81
565,2018,Dec,11/28/2018,124,1275,20,,74
566,2018,Dec,11/28/2018,124,1290,20,,73
567,2018,Dec,11/28/2018,124,1305,20,,70
568,2018,Dec,11/28/2018,124,1320,20,,70
569,2018,Dec,11/28/2018,124,1335,20,,68
570,2018,Dec,11/28/2018,124,1350,20,,68
571,2018,Dec,11/28/2018,124,1365,20,,65
572,2018,Dec,11/28/2018,124,1380,20,,63
573,2018,Dec,11/28/2018,124,1395,20,,58
574,2018,Dec,11/28/2018,124,1410,20,,56
575,2018,Dec,11/28/2018,124,1425,20,,55
576,2018,Dec,11/28/2018,124,1440,20,,54
577,2019,Jan,1/22/2019,124.5,15,20,,49
578,2019,Jan,1/22/2019,124.5,30,20,,49
579,2019,Jan,1/22/2019,124.5,45,20,,49
580,2019,Jan,1/22/2019,124.5,60,20,,49
581,2019,Jan,1/22/2019,124.5,75,20,,48
582,2019,Jan,1/22/2019,124.5,90,20,,48
583,2019,Jan,1/22/2019,124.5,105,20,,48
584,2019,Jan,1/22/2019,124.5,120,20,,50
585,2019,Jan,1/22/2019,124.5,135,20,,49
586,2019,Jan,1/22/2019,124.5,150,20,,49
587,2019,Jan,1/22/2019,124.5,165,20,,48
588,2019,Jan,1/22/2019,124.5,180,20,,49
589,2019,Jan,1/22/2019,124.5,195,20,,49
590,2019,Jan,1/22/2019,124.5,210,20,,49
591,2019,Jan,1/22/2019,124.5,225,20,,49
592,2019,Jan,1/22/2019,124.5,240,20,,49
593,2019,Jan,1/22/2019,124.5,255,20,,49
594,2019,Jan,1/22/2019,124.5,270,20,,50
595,2019,Jan,1/22/2019,124.5,285,20,,48
596,2019,Jan,1/22/2019,124.5,300,20,,47
597,2019,Jan,1/22/2019,124.5,315,20,,47
598,2019,Jan,1/22/2019,124.5,330,20,,48
599,2019,Jan,1/22/2019,124.5,345,20,,49
600,2019,Jan,1/22/2019,124.5,360,20,,50
601,2019,Jan,1/22/2019,124.5,375,20,,52
602,2019,Jan,1/22/2019,124.5,390,20,,53
603,2019,Jan,1/22/2019,124.5,405,20,,53
604,2019,Jan,1/22/2019,124.5,420,20,,54
605,2019,Jan,1/22/2019,124.5,435,20,,57
606,2019,Jan,1/22/2019,124.5,450,20,,58
607,2019,Jan,1/22/2019,124.5,465,20,,61
608,2019,Jan,1/22/2019,124.5,480,20,42,63
609,2019,Jan,1/22/2019,124.5,495,20,43,64
610,2019,Jan,1/22/2019,124.5,510,20,42,65
611,2019,Jan,1/22/2019,124.5,525,20,40,65
612,2019,Jan,1/22/2019,124.5,540,20,38,65
613,2019,Jan,1/22/2019,124.5,555,20,37,67
614,2019,Jan,1/22/2019,124.5,570,20,38,70
615,2019,Jan,1/22/2019,124.5,585,20,37,71
616,2019,Jan,1/22/2019,124.5,600,20,37,71
617,2019,Jan,1/22/2019,124.5,615,20,35,70
618,2019,Jan,1/22/2019,124.5,630,20,34,71
619,2019,Jan,1/22/2019,124.5,645,20,34,71
620,2019,Jan,1/22/2019,124.5,660,20,33,71
621,2019,Jan,1/22/2019,124.5,675,20,34,72
622,2019,Jan,1/22/2019,124.5,690,20,35,73
623,2019,Jan,1/22/2019,124.5,705,20,35,73
624,2019,Jan,1/22/2019,124.5,720,20,35,73
625,2019,Jan,1/22/2019,124.5,735,20,35,74
626,2019,Jan,1/22/2019,124.5,750,20,34,74
627,2019,Jan,1/22/2019,124.5,765,20,34,74
628,2019,Jan,1/22/2019,124.5,780,20,35,74
629,2019,Jan,1/22/2019,124.5,795,20,35,74
630,2019,Jan,1/22/2019,124.5,810,20,35,73
631,2019,Jan,1/22/2019,124.5,825,20,35,73
632,2019,Jan,1/22/2019,124.5,840,20,36,73
633,2019,Jan,1/22/2019,124.5,855,20,37,72
634,2019,Jan,1/22/2019,124.5,870,20,42,76
635,2019,Jan,1/22/2019,124.5,885,20,41,71
636,2019,Jan,1/22/2019,124.5,900,20,41,70
637,2019,Jan,1/22/2019,124.5,915,20,39,70
638,2019,Jan,1/22/2019,124.5,930,20,40,72
639,2019,Jan,1/22/2019,124.5,945,20,43,73
640,2019,Jan,1/22/2019,124.5,960,20,45,72
641,2019,Jan,1/22/2019,124.5,975,20,48,73
642,2019,Jan,1/22/2019,124.5,990,20,51,73
643,2019,Jan,1/22/2019,124.5,1005,20,68,90
644,2019,Jan,1/22/2019,124.5,1020,20,70,92
645,2019,Jan,1/22/2019,124.5,1035,20,,89
646,2019,Jan,1/22/2019,124.5,1050,20,,84
647,2019,Jan,1/22/2019,124.5,1065,20,,84
648,2019,Jan,1/22/2019,124.5,1080,20,,83
649,2019,Jan,1/22/2019,124.5,1095,20,,80
650,2019,Jan,1/22/2019,124.5,1110,20,,79
651,2019,Jan,1/22/2019,124.5,1125,20,,78
652,2019,Jan,1/22/2019,124.5,1140,20,,79
653,2019,Jan,1/22/2019,124.5,1155,20,,79
654,2019,Jan,1/22/2019,124.5,1170,20,,79
655,2019,Jan,1/22/2019,124.5,1185,20,,79
656,2019,Jan,1/22/2019,124.5,1200,20,,73
657,2019,Jan,1/22/2019,124.5,1215,20,,69
658,2019,Jan,1/22/2019,124.5,1230,20,,67
659,2019,Jan,1/22/2019,124.5,1245,20,,66
660,2019,Jan,1/22/2019,124.5,1260,20,,66
661,2019,Jan,1/22/2019,124.5,1275,20,,62
662,2019,Jan,1/22/2019,124.5,1290,20,,60
663,2019,Jan,1/22/2019,124.5,1305,20,,59
664,2019,Jan,1/22/2019,124.5,1320,20,,58
665,2019,Jan,1/22/2019,124.5,1335,20,,57
666,2019,Jan,1/22/2019,124.5,1350,20,,56
667,2019,Jan,1/22/2019,124.5,1365,20,,55
668,2019,Jan,1/22/2019,124.5,1380,20,,55
669,2019,Jan,1/22/2019,124.5,1395,20,,53
670,2019,Jan,1/22/2019,124.5,1410,20,,53
671,2019,Jan,1/22/2019,124.5,1425,20,,53
672,2019,Jan,1/22/2019,124.5,1440,20,,52
673,2019,Feb,2/21/2019,126,15,19,,56
674,2019,Feb,2/21/2019,126,30,19,,55
675,2019,Feb,2/21/2019,126,45,19,,54
676,2019,Feb,2/21/2019,126,60,19,,54
677,2019,Feb,2/21/2019,126,75,19,,54
678,2019,Feb,2/21/2019,126,90,19,,53
679,2019,Feb,2/21/2019,126,105,19,,53
680,2019,Feb,2/21/2019,126,120,19,,52
681,2019,Feb,2/21/2019,126,135,19,,52
682,2019,Feb,2/21/2019,126,150,19,,51
683,2019,Feb,2/21/2019,126,165,19,,51
684,2019,Feb,2/21/2019,126,180,19,,51
685,2019,Feb,2/21/2019,126,195,19,,50
686,2019,Feb,2/21/2019,126,210,19,,50
687,2019,Feb,2/21/2019,126,225,19,,50
688,2019,Feb,2/21/2019,126,240,19,,50
689,2019,Feb,2/21/2019,126,255,19,,51
690,2019,Feb,2/21/2019,126,270,19,,51
691,2019,Feb,2/21/2019,126,285,19,,51
692,2019,Feb,2/21/2019,126,300,19,,51
693,2019,Feb,2/21/2019,126,315,19,,53
694,2019,Feb,2/21/2019,126,330,19,,54
695,2019,Feb,2/21/2019,126,345,19,,56
696,2019,Feb,2/21/2019,126,360,19,,56
697,2019,Feb,2/21/2019,126,375,19,,58
698,2019,Feb,2/21/2019,126,390,19,,60
699,2019,Feb,2/21/2019,126,405,19,,60
700,2019,Feb,2/21/2019,126,420,19,,61
701,2019,Feb,2/21/2019,126,435,19,,64
702,2019,Feb,2/21/2019,126,450,19,,66
703,2019,Feb,2/21/2019,126,465,19,49,70
704,2019,Feb,2/21/2019,126,480,3,66,70
705,2019,Feb,2/21/2019,126,495,0,72,73
706,2019,Feb,2/21/2019,126,510,0,64,66
707,2019,Feb,2/21/2019,126,525,0,59,64
708,2019,Feb,2/21/2019,126,540,0,78,80
709,2019,Feb,2/21/2019,126,555,0,80,83
710,2019,Feb,2/21/2019,126,570,0,80,83
711,2019,Feb,2/21/2019,126,585,0,80,84
712,2019,Feb,2/21/2019,126,600,0,81,83
713,2019,Feb,2/21/2019,126,615,0,83,86
714,2019,Feb,2/21/2019,126,630,0,82,84
715,2019,Feb,2/21/2019,126,645,0,75,79
716,2019,Feb,2/21/2019,126,660,1,76,88
717,2019,Feb,2/21/2019,126,675,4,78,90
718,2019,Feb,2/21/2019,126,690,7,64,76
719,2019,Feb,2/21/2019,126,705,12,64,88
720,2019,Feb,2/21/2019,126,720,16,58,82
721,2019,Feb,2/21/2019,126,735,18,53,81
722,2019,Feb,2/21/2019,126,750,19,60,95
723,2019,Feb,2/21/2019,126,765,19,66,92
724,2019,Feb,2/21/2019,126,780,19,66,86
725,2019,Feb,2/21/2019,126,795,19,66,86
726,2019,Feb,2/21/2019,126,810,19,61,83
727,2019,Feb,2/21/2019,126,825,19,54,80
728,2019,Feb,2/21/2019,126,840,19,53,85
729,2019,Feb,2/21/2019,126,855,19,55,87
730,2019,Feb,2/21/2019,126,870,19,57,87
731,2019,Feb,2/21/2019,126,885,19,60,89
732,2019,Feb,2/21/2019,126,900,19,60,86
733,2019,Feb,2/21/2019,126,915,19,63,88
734,2019,Feb,2/21/2019,126,930,19,62,85
735,2019,Feb,2/21/2019,126,945,19,59,82
736,2019,Feb,2/21/2019,126,960,19,63,88
737,2019,Feb,2/21/2019,126,975,19,64,86
738,2019,Feb,2/21/2019,126,990,19,66,89
739,2019,Feb,2/21/2019,126,1005,19,65,86
740,2019,Feb,2/21/2019,126,1020,19,65,86
741,2019,Feb,2/21/2019,126,1035,19,,90
742,2019,Feb,2/21/2019,126,1050,19,,96
743,2019,Feb,2/21/2019,126,1065,19,,95
744,2019,Feb,2/21/2019,126,1080,19,,97
745,2019,Feb,2/21/2019,126,1095,19,,95
746,2019,Feb,2/21/2019,126,1110,19,,93
747,2019,Feb,2/21/2019,126,1125,19,,94
748,2019,Feb,2/21/2019,126,1140,19,,93
749,2019,Feb,2/21/2019,126,1155,19,,91
750,2019,Feb,2/21/2019,126,1170,19,,92
751,2019,Feb,2/21/2019,126,1185,19,,92
752,2019,Feb,2/21/2019,126,1200,19,,90
753,2019,Feb,2/21/2019,126,1215,19,,90
754,2019,Feb,2/21/2019,126,1230,19,,89
755,2019,Feb,2/21/2019,126,1245,19,,90
756,2019,Feb,2/21/2019,126,1260,19,,87
757,2019,Feb,2/21/2019,126,1275,19,,83
758,2019,Feb,2/21/2019,126,1290,19,,81
759,2019,Feb,2/21/2019,126,1305,19,,81
760,2019,Feb,2/21/2019,126,1320,19,,74
761,2019,Feb,2/21/2019,126,1335,19,,74
762,2019,Feb,2/21/2019,126,1350,19,,71
763,2019,Feb,2/21/2019,126,1365,19,,73
764,2019,Feb,2/21/2019,126,1380,19,,68
765,2019,Feb,2/21/2019,126,1395,19,,62
766,2019,Feb,2/21/2019,126,1410,19,,60
767,2019,Feb,2/21/2019,126,1425,19,,59
768,2019,Feb,2/21/2019,126,1440,19,,58
769,2019,Mar,2/28/2019,124,15,19,,55
770,2019,Mar,2/28/2019,124,30,19,,53
771,2019,Mar,2/28/2019,124,45,19,,53
772,2019,Mar,2/28/2019,124,60,19,,53
773,2019,Mar,2/28/2019,124,75,19,,53
774,2019,Mar,2/28/2019,124,90,19,,51
775,2019,Mar,2/28/2019,124,105,19,,51
776,2019,Mar,2/28/2019,124,120,19,,51
777,2019,Mar,2/28/2019,124,135,19,,50
778,2019,Mar,2/28/2019,124,150,19,,49
779,2019,Mar,2/28/2019,124,165,19,,49
780,2019,Mar,2/28/2019,124,180,19,,49
781,2019,Mar,2/28/2019,124,195,19,,48
782,2019,Mar,2/28/2019,124,210,19,,49
783,2019,Mar,2/28/2019,124,225,19,,48
784,2019,Mar,2/28/2019,124,240,19,,48
785,2019,Mar,2/28/2019,124,255,19,,49
786,2019,Mar,2/28/2019,124,270,19,,48
787,2019,Mar,2/28/2019,124,285,19,,49
788,2019,Mar,2/28/2019,124,300,19,,49
789,2019,Mar,2/28/2019,124,315,19,,50
790,2019,Mar,2/28/2019,124,330,19,,51
791,2019,Mar,2/28/2019,124,345,19,,52
792,2019,Mar,2/28/2019,124,360,19,,53
793,2019,Mar,2/28/2019,124,375,19,,55
794,2019,Mar,2/28/2019,124,390,19,,56
795,2019,Mar,2/28/2019,124,405,19,,57
796,2019,Mar,2/28/2019,124,420,19,,57
797,2019,Mar,2/28/2019,124,435,19,,61
798,2019,Mar,2/28/2019,124,450,19,46,67
799,2019,Mar,2/28/2019,124,465,19,48,70
800,2019,Mar,2/28/2019,124,480,19,47,69
801,2019,Mar,2/28/2019,124,495,19,47,70
802,2019,Mar,2/28/2019,124,510,19,50,74
803,2019,Mar,2/28/2019,124,525,19,47,71
804,2019,Mar,2/28/2019,124,540,19,50,75
805,2019,Mar,2/28/2019,124,555,19,53,77
806,2019,Mar,2/28/2019,124,570,19,54,80
807,2019,Mar,2/28/2019,124,585,19,51,74
808,2019,Mar,2/28/2019,124,600,19,50,77
809,2019,Mar,2/28/2019,124,615,19,56,85
810,2019,Mar,2/28/2019,124,630,19,53,80
811,2019,Mar,2/28/2019,124,645,19,53,82
812,2019,Mar,2/28/2019,124,660,19,56,86
813,2019,Mar,2/28/2019,124,675,19,52,81
814,2019,Mar,2/28/2019,124,690,19,48,79
815,2019,Mar,2/28/2019,124,705,19,49,82
816,2019,Mar,2/28/2019,124,720,19,51,86
817,2019,Mar,2/28/2019,124,735,19,50,84
818,2019,Mar,2/28/2019,124,750,19,50,84
819,2019,Mar,2/28/2019,124,765,19,50,85
820,2019,Mar,2/28/2019,124,780,19,51,85
821,2019,Mar,2/28/2019,124,795,19,52,86
822,2019,Mar,2/28/2019,124,810,19,52,86
823,2019,Mar,2/28/2019,124,825,19,51,85
824,2019,Mar,2/28/2019,124,840,19,51,84
825,2019,Mar,2/28/2019,124,855,19,56,89
826,2019,Mar,2/28/2019,124,870,19,55,87
827,2019,Mar,2/28/2019,124,885,19,51,83
828,2019,Mar,2/28/2019,124,900,19,55,86
829,2019,Mar,2/28/2019,124,915,19,55,85
830,2019,Mar,2/28/2019,124,930,19,58,87
831,2019,Mar,2/28/2019,124,945,19,60,86
832,2019,Mar,2/28/2019,124,960,19,61,86
833,2019,Mar,2/28/2019,124,975,19,63,87
834,2019,Mar,2/28/2019,124,990,19,65,87
835,2019,Mar,2/28/2019,124,1005,19,62,85
836,2019,Mar,2/28/2019,124,1020,19,66,88
837,2019,Mar,2/28/2019,124,1035,19,70,91
838,2019,Mar,2/28/2019,124,1050,19,,93
839,2019,Mar,2/28/2019,124,1065,19,,94
840,2019,Mar,2/28/2019,124,1080,19,,93
841,2019,Mar,2/28/2019,124,1095,19,,93
842,2019,Mar,2/28/2019,124,1110,19,,93
843,2019,Mar,2/28/2019,124,1125,19,,91
844,2019,Mar,2/28/2019,124,1140,19,,91
845,2019,Mar,2/28/2019,124,1155,19,,89
846,2019,Mar,2/28/2019,124,1170,19,,88
847,2019,Mar,2/28/2019,124,1185,19,,90
848,2019,Mar,2/28/2019,124,1200,19,,89
849,2019,Mar,2/28/2019,124,1215,19,,84
850,2019,Mar,2/28/2019,124,1230,19,,79
851,2019,Mar,2/28/2019,124,1245,19,,78
852,2019,Mar,2/28/2019,124,1260,19,,79
853,2019,Mar,2/28/2019,124,1275,19,,75
854,2019,Mar,2/28/2019,124,1290,19,,74
855,2019,Mar,2/28/2019,124,1305,19,,73
856,2019,Mar,2/28/2019,124,1320,19,,71
857,2019,Mar,2/28/2019,124,1335,19,,69
858,2019,Mar,2/28/2019,124,1350,19,,66
859,2019,Mar,2/28/2019,124,1365,19,,64
860,2019,Mar,2/28/2019,124,1380,19,,62
861,2019,Mar,2/28/2019,124,1395,19,,58
862,2019,Mar,2/28/2019,124,1410,19,,56
863,2019,Mar,2/28/2019,124,1425,19,,55
864,2019,Mar,2/28/2019,124,1440,19,,54
865,2019,Apr,3/8/2019,125,15,18,,53
866,2019,Apr,3/8/2019,125,30,18,,52
867,2019,Apr,3/8/2019,125,45,18,,52
868,2019,Apr,3/8/2019,125,60,18,,50
869,2019,Apr,3/8/2019,125,75,18,,52
870,2019,Apr,3/8/2019,125,90,18,,55
871,2019,Apr,3/8/2019,125,105,18,,55
872,2019,Apr,3/8/2019,125,120,18,,54
873,2019,Apr,3/8/2019,125,135,18,,54
874,2019,Apr,3/8/2019,125,150,18,,53
875,2019,Apr,3/8/2019,125,165,18,,53
876,2019,Apr,3/8/2019,125,180,18,,52
877,2019,Apr,3/8/2019,125,195,18,,56
878,2019,Apr,3/8/2019,125,210,18,,50
879,2019,Apr,3/8/2019,125,225,18,,49
880,2019,Apr,3/8/2019,125,240,18,,49
881,2019,Apr,3/8/2019,125,255,18,,49
882,2019,Apr,3/8/2019,125,270,18,,48
883,2019,Apr,3/8/2019,125,285,18,,48
884,2019,Apr,3/8/2019,125,300,18,,49
885,2019,Apr,3/8/2019,125,315,18,,50
886,2019,Apr,3/8/2019,125,330,18,,51
887,2019,Apr,3/8/2019,125,345,18,,53
888,2019,Apr,3/8/2019,125,360,18,,54
889,2019,Apr,3/8/2019,125,375,18,,55
890,2019,Apr,3/8/2019,125,390,18,,60
891,2019,Apr,3/8/2019,125,405,18,,63
892,2019,Apr,3/8/2019,125,420,18,,65
893,2019,Apr,3/8/2019,125,435,16,,68
894,2019,Apr,3/8/2019,125,450,16,54,71
895,2019,Apr,3/8/2019,125,465,16,52,69
896,2019,Apr,3/8/2019,125,480,16,52,70
897,2019,Apr,3/8/2019,125,495,16,54,73
898,2019,Apr,3/8/2019,125,510,16,54,74
899,2019,Apr,3/8/2019,125,525,16,51,74
900,2019,Apr,3/8/2019,125,540,16,51,74
901,2019,Apr,3/8/2019,125,555,16,53,80
902,2019,Apr,3/8/2019,125,570,16,56,83
903,2019,Apr,3/8/2019,125,585,16,56,84
904,2019,Apr,3/8/2019,125,600,16,56,83
905,2019,Apr,3/8/2019,125,615,16,53,81
906,2019,Apr,3/8/2019,125,630,16,54,85
907,2019,Apr,3/8/2019,125,645,16,53,85
908,2019,Apr,3/8/2019,125,660,16,53,86
909,2019,Apr,3/8/2019,125,675,16,58,90
910,2019,Apr,3/8/2019,125,690,16,55,85
911,2019,Apr,3/8/2019,125,705,16,58,91
912,2019,Apr,3/8/2019,125,720,16,54,84
913,2019,Apr,3/8/2019,125,735,16,56,89
914,2019,Apr,3/8/2019,125,750,16,56,91
915,2019,Apr,3/8/2019,125,765,16,55,90
916,2019,Apr,3/8/2019,125,780,16,56,92
917,2019,Apr,3/8/2019,125,795,16,56,90
918,2019,Apr,3/8/2019,125,810,16,57,92
919,2019,Apr,3/8/2019,125,825,16,58,93
920,2019,Apr,3/8/2019,125,840,16,58,93
921,2019,Apr,3/8/2019,125,855,16,59,94
922,2019,Apr,3/8/2019,125,870,16,61,95
923,2019,Apr,3/8/2019,125,885,16,64,97
924,2019,Apr,3/8/2019,125,900,16,65,98
925,2019,Apr,3/8/2019,125,915,16,69,102
926,2019,Apr,3/8/2019,125,930,16,68,100
927,2019,Apr,3/8/2019,125,945,16,66,96
928,2019,Apr,3/8/2019,125,960,16,72,102
929,2019,Apr,3/8/2019,125,975,16,70,97
930,2019,Apr,3/8/2019,125,990,16,71,100
931,2019,Apr,3/8/2019,125,1005,16,67,94
932,2019,Apr,3/8/2019,125,1020,16,69,96
933,2019,Apr,3/8/2019,125,1035,16,69,93
934,2019,Apr,3/8/2019,125,1050,16,70,93
935,2019,Apr,3/8/2019,125,1065,16,70,92
936,2019,Apr,3/8/2019,125,1080,16,71,92
937,2019,Apr,3/8/2019,125,1095,16,70,89
938,2019,Apr,3/8/2019,125,1110,16,72,90
939,2019,Apr,3/8/2019,125,1125,16,,90
940,2019,Apr,3/8/2019,125,1140,16,,92
941,2019,Apr,3/8/2019,125,1155,16,,90
942,2019,Apr,3/8/2019,125,1170,16,,90
943,2019,Apr,3/8/2019,125,1185,16,,89
944,2019,Apr,3/8/2019,125,1200,16,,88
945,2019,Apr,3/8/2019,125,1215,16,,86
946,2019,Apr,3/8/2019,125,1230,16,,86
947,2019,Apr,3/8/2019,125,1245,16,,85
948,2019,Apr,3/8/2019,125,1260,16,,83
949,2019,Apr,3/8/2019,125,1275,16,,80
950,2019,Apr,3/8/2019,125,1290,16,,77
951,2019,Apr,3/8/2019,125,1305,16,,76
952,2019,Apr,3/8/2019,125,1320,16,,74
953,2019,Apr,3/8/2019,125,1335,16,,73
954,2019,Apr,3/8/2019,125,1350,16,,71
955,2019,Apr,3/8/2019,125,1365,16,,69
956,2019,Apr,3/8/2019,125,1380,16,,67
957,2019,Apr,3/8/2019,125,1395,16,,63
958,2019,Apr,3/8/2019,125,1410,16,,62
959,2019,Apr,3/8/2019,125,1425,16,,61
960,2019,Apr,3/8/2019,125,1440,16,,60
961,2019,May,3/30/2019,123,15,17,,52
962,2019,May,3/30/2019,123,30,17,,52
963,2019,May,3/30/2019,123,45,17,,53
964,2019,May,3/30/2019,123,60,17,,51
965,2019,May,3/30/2019,123,75,17,,50
966,2019,May,3/30/2019,123,90,17,,50
967,2019,May,3/30/2019,123,105,17,,51
968,2019,May,3/30/2019,123,120,17,,54
969,2019,May,3/30/2019,123,135,17,,54
970,2019,May,3/30/2019,123,150,17,,52
971,2019,May,3/30/2019,123,165,17,,51
972,2019,May,3/30/2019,123,180,17,,51
973,2019,May,3/30/2019,123,195,17,,52
974,2019,May,3/30/2019,123,210,17,,50
975,2019,May,3/30/2019,123,225,17,,49
976,2019,May,3/30/2019,123,240,17,,47
977,2019,May,3/30/2019,123,255,17,,47
978,2019,May,3/30/2019,123,270,17,,46
979,2019,May,3/30/2019,123,285,17,,46
980,2019,May,3/30/2019,123,300,17,,48
981,2019,May,3/30/2019,123,315,17,,49
982,2019,May,3/30/2019,123,330,17,,49
983,2019,May,3/30/2019,123,345,17,,51
984,2019,May,3/30/2019,123,360,17,,52
985,2019,May,3/30/2019,123,375,17,,52
986,2019,May,3/30/2019,123,390,17,,52
987,2019,May,3/30/2019,123,405,17,,55
988,2019,May,3/30/2019,123,420,17,,56
989,2019,May,3/30/2019,123,435,17,,64
990,2019,May,3/30/2019,123,450,17,52,70
991,2019,May,3/30/2019,123,465,17,54,73
992,2019,May,3/30/2019,123,480,17,51,70
993,2019,May,3/30/2019,123,495,17,52,72
994,2019,May,3/30/2019,123,510,17,53,74
995,2019,May,3/30/2019,123,525,17,55,77
996,2019,May,3/30/2019,123,540,17,54,76
997,2019,May,3/30/2019,123,555,17,60,81
998,2019,May,3/30/2019,123,570,17,62,81
999,2019,May,3/30/2019,123,585,17,59,78
1000,2019,May,3/30/2019,123,600,17,56,77
1001,2019,May,3/30/2019,123,615,17,54,78
1002,2019,May,3/30/2019,123,630,17,54,80
1003,2019,May,3/30/2019,123,645,17,56,81
1004,2019,May,3/30/2019,123,660,17,57,83
1005,2019,May,3/30/2019,123,675,17,60,85
1006,2019,May,3/30/2019,123,690,17,57,78
1007,2019,May,3/30/2019,123,705,17,56,80
1008,2019,May,3/30/2019,123,720,17,56,82
1009,2019,May,3/30/2019,123,735,17,61,87
1010,2019,May,3/30/2019,123,750,17,58,80
1011,2019,May,3/30/2019,123,765,17,54,78
1012,2019,May,3/30/2019,123,780,17,53,80
1013,2019,May,3/30/2019,123,795,17,53,90
1014,2019,May,3/30/2019,123,810,17,56,82
1015,2019,May,3/30/2019,123,825,17,58,82
1016,2019,May,3/30/2019,123,840,17,58,80
1017,2019,May,3/30/2019,123,855,17,59,82
1018,2019,May,3/30/2019,123,870,17,60,82
1019,2019,May,3/30/2019,123,885,17,62,83
1020,2019,May,3/30/2019,123,900,17,57,77
1021,2019,May,3/30/2019,123,915,17,52,75
1022,2019,May,3/30/2019,123,930,17,54,82
1023,2019,May,3/30/2019,123,945,17,55,81
1024,2019,May,3/30/2019,123,960,17,54,83
1025,2019,May,3/30/2019,123,975,17,56,83
1026,2019,May,3/30/2019,123,990,17,66,91
1027,2019,May,3/30/2019,123,1005,17,67,90
1028,2019,May,3/30/2019,123,1020,17,64,85
1029,2019,May,3/30/2019,123,1035,17,63,86
1030,2019,May,3/30/2019,123,1050,17,63,85
1031,2019,May,3/30/2019,123,1065,17,63,84
1032,2019,May,3/30/2019,123,1080,17,63,83
1033,2019,May,3/30/2019,123,1095,17,64,84
1034,2019,May,3/30/2019,123,1110,17,67,86
1035,2019,May,3/30/2019,123,1125,17,68,87
1036,2019,May,3/30/2019,123,1140,17,,84
1037,2019,May,3/30/2019,123,1155,17,,84
1038,2019,May,3/30/2019,123,1170,17,,83
1039,2019,May,3/30/2019,123,1185,17,,83
1040,2019,May,3/30/2019,123,1200,17,,83
1041,2019,May,3/30/2019,123,1215,17,,83
1042,2019,May,3/30/2019,123,1230,17,,85
1043,2019,May,3/30/2019,123,1245,17,,80
1044,2019,May,3/30/2019,123,1260,17,,75
1045,2019,May,3/30/2019,123,1275,17,,71
1046,2019,May,3/30/2019,123,1290,17,,70
1047,2019,May,3/30/2019,123,1305,17,,70
1048,2019,May,3/30/2019,123,1320,17,,68
1049,2019,May,3/30/2019,123,1335,17,,65
1050,2019,May,3/30/2019,123,1350,17,,62
1051,2019,May,3/30/2019,123,1365,17,,60
1052,2019,May,3/30/2019,123,1380,17,,60
1053,2019,May,3/30/2019,123,1395,17,,55
1054,2019,May,3/30/2019,123,1410,17,,54
1055,2019,May,3/30/2019,123,1425,17,,53
1056,2019,May,3/30/2019,123,1440,17,,52
1057,2019,Jun,6/10/2019,124,15,23,,53
1058,2019,Jun,6/10/2019,124,30,23,,52
1059,2019,Jun,6/10/2019,124,45,23,,52
1060,2019,Jun,6/10/2019,124,60,23,,51
1061,2019,Jun,6/10/2019,124,75,23,,52
1062,2019,Jun,6/10/2019,124,90,23,,51
1063,2019,Jun,6/10/2019,124,105,23,,51
1064,2019,Jun,6/10/2019,124,120,23,,51
1065,2019,Jun,6/10/2019,124,135,23,,50
1066,2019,Jun,6/10/2019,124,150,23,,50
1067,2019,Jun,6/10/2019,124,165,23,,50
1068,2019,Jun,6/10/2019,124,180,23,,50
1069,2019,Jun,6/10/2019,124,195,23,,50
1070,2019,Jun,6/10/2019,124,210,23,,50
1071,2019,Jun,6/10/2019,124,225,23,,50
1072,2019,Jun,6/10/2019,124,240,23,,49
